Date,Previous Day Overall AQI Value,Previous Day Level of Health Concern,Overall AQI Value,Level of Health Concern,Main Pollutant,CO AQI Score,SO2 AQI Score,NO2 AQI Score,Ozone AQI Score,PM10 AQI Score,PM2.5 AQI Score,Avg. Temp,Avg. Dew Point,Avg. Humidity,Avg. Wind Speed,Avg. Visibility,Avg. Sea Level Pressure,Precipitation,Events,Wind Direction
2015-6-29,31,GOOD,32,GOOD,PM2.5,5,1,22,30,19,32,64,56,80,7,9,29.84,T,,216
2015-6-30,32,GOOD,51,MODERATE,Ozone,6,3,36,51,9,35,68,60,81,7,10,29.97,0,,155
2015-7-1,51,MODERATE,90,MODERATE,Ozone,5,1,27,90,11,50,72,64,78,10,8,29.78,0.5,Rain-Thunderstorm,164
2015-7-2,90,MODERATE,46,GOOD,PM2.5,5,1,31,42,10,46,72,56,60,9,10,29.86,0,,265
2015-7-3,46,GOOD,40,GOOD,PM2.5,5,1,25,39,13,40,70,53,56,9,10,29.94,0,,63
2015-7-4,40,GOOD,91,MODERATE,PM2.5,7,1,35,33,19,91,67,58,75,4,10,29.99,T,,126
2015-7-5,91,MODERATE,86,MODERATE,PM2.5,7,9,23,43,22,86,72,59,67,8,9,30.05,0,,252
2015-7-6,86,MODERATE,69,MODERATE,PM2.5,6,1,29,54,19,69,74,63,69,7,10,30.13,0,,165
2015-7-7,69,MODERATE,53,MODERATE,PM2.5,5,1,27,39,.,53,75,68,77,10,10,30.05,0.02,Rain,160
2015-7-8,53,MODERATE,61,MODERATE,PM2.5,5,13,23,40,19,61,79,67,68,11,9,29.9,T,Rain,272
2015-7-9,61,MODERATE,63,MODERATE,PM2.5,3,1,25,38,17,63,66,57,77,8,10,29.98,0.15,Rain,67
2015-7-10,63,MODERATE,56,MODERATE,PM2.5,6,3,48,40,17,56,69,61,74,8,7,29.9,1.12,Rain,85
2015-7-11,56,MODERATE,54,MODERATE,PM2.5,6,6,20,44,19,54,76,57,49,8,10,30.01,0,,282
2015-7-12,54,MODERATE,59,MODERATE,PM2.5,5,1,16,45,19,59,81,61,54,9,10,29.95,0,,249
2015-7-13,59,MODERATE,72,MODERATE,PM2.5,5,1,33,54,24,72,72,65,81,6,10,29.91,0,,68
2015-7-14,72,MODERATE,49,GOOD,PM2.5,3,0,18,41,17,49,74,67,72,8,10,29.71,0.03,Rain,144
2015-7-15,49,GOOD,51,MODERATE,Ozone,5,1,25,51,8,33,75,68,87,7,10,29.67,T,Rain,99
2015-7-16,51,MODERATE,35,GOOD,Ozone,3,0,24,35,13,31,64,51,65,11,10,30.02,0,,59
2015-7-17,35,GOOD,54,MODERATE,Ozone,5,1,29,54,17,44,68,58,72,9,10,30.08,T,,151
2015-7-18,54,MODERATE,35,GOOD,Ozone,5,0,19,35,11,30,71,65,81,11,10,29.95,0.14,Rain,200
2015-7-19,35,GOOD,51,MODERATE,PM2.5,5,0,23,49,14,51,81,71,73,9,10,29.8,T,Rain,206
2015-7-20,51,MODERATE,55,MODERATE,PM2.5,5,1,24,51,18,55,81,66,62,9,10,29.66,T,,272
2015-7-21,55,MODERATE,55,MODERATE,PM2.5,6,6,35,51,10,55,76,63,66,7,10,29.61,T,,256
2015-7-22,55,MODERATE,33,GOOD,PM2.5,3,4,18,31,10,33,77,55,58,12,10,29.67,0,,309
2015-7-23,33,GOOD,36,GOOD,PM2.5,3,1,15,34,9,36,75,54,52,7,10,29.84,0,,303
2015-7-24,36,GOOD,36,GOOD,PM2.5,5,1,24,31,11,36,74,56,60,9,10,29.9,0.01,Rain,320
2015-7-25,36,GOOD,33,GOOD,PM2.5,5,0,15,25,9,33,66,59,81,9,10,30.02,0,,50
2015-7-26,33,GOOD,45,GOOD,PM2.5,5,0,11,44,12,45,71,64,79,8,10,30.01,T,Rain,181
2015-7-27,45,GOOD,50,GOOD,Ozone,5,1,28,50,10,39,77,67,74,8,10,30,0.06,Rain,200
2015-7-28,50,GOOD,71,MODERATE,Ozone,5,1,27,71,15,50,78,69,80,8,10,29.96,0,,181
2015-7-29,71,MODERATE,58,MODERATE,PM2.5,6,4,27,58,34,58,82,67,66,7,10,29.92,0,,190
2015-7-30,58,MODERATE,80,MODERATE,Ozone,5,1,32,80,20,56,83,70,73,14,10,29.82,0.02,Rain,223
2015-7-31,80,MODERATE,42,GOOD,PM2.5,3,0,22,40,13,42,81,59,61,11,10,29.78,0,,263
2015-8-1,42,GOOD,52,MODERATE,PM2.5,5,1,19,46,14,52,79,58,50,10,10,29.75,T,Rain,251
2015-8-2,52,MODERATE,44,GOOD,Ozone,5,0,12,44,14,31,78,54,52,11,10,29.86,0,,254
2015-8-3,44,GOOD,84,MODERATE,Ozone,3,1,24,84,22,52,79,64,67,13,10,29.81,0,Thunderstorm,201
2015-8-4,84,MODERATE,61,MODERATE,Ozone,5,1,32,61,19,54,78,66,68,9,8,29.83,0.49,Fog-Rain-Hail-Thunderstorm,222
2015-8-5,61,MODERATE,41,GOOD,Ozone,5,1,25,41,7,30,75,57,58,11,10,29.85,0,,260
2015-8-6,41,GOOD,33,GOOD,PM2.5,3,1,21,28,7,33,74,53,51,9,10,29.9,0,,278
2015-8-7,33,GOOD,31,GOOD,Ozone,5,3,24,31,9,26,69,57,70,8,10,29.95,0,,37
2015-8-8,31,GOOD,30,GOOD,Ozone,3,0,17,30,9,27,69,57,68,6,10,29.99,0,,45
2015-8-9,30,GOOD,33,GOOD,PM2.5,3,0,21,24,12,33,68,59,80,9,10,30.03,0,,36
2015-8-10,33,GOOD,44,GOOD,Ozone,5,1,20,44,17,42,73,59,67,10,10,30.02,0,,212
2015-8-11,44,GOOD,31,GOOD,Ozone,3,0,22,31,10,22,68,67,94,10,7,29.84,0.83,Rain,171
2015-8-12,31,GOOD,38,GOOD,Ozone,2,1,22,38,9,28,77,63,70,9,10,29.76,0,,257
2015-8-13,38,GOOD,34,GOOD,Ozone,3,1,20,34,8,26,74,59,62,8,10,29.98,0,,296
2015-8-14,34,GOOD,47,GOOD,Ozone,5,1,25,47,15,33,75,57,57,9,10,30.11,0,,225
2015-8-15,47,GOOD,77,MODERATE,Ozone,5,0,25,77,15,45,80,63,64,8,10,30.07,0.08,Rain-Thunderstorm,192
2015-8-16,77,MODERATE,51,MODERATE,Ozone,7,0,26,51,17,47,79,66,70,7,10,30.07,0,,221
2015-8-17,51,MODERATE,80,MODERATE,Ozone,7,4,26,80,19,57,81,67,64,8,10,30.04,0,,209
2015-8-18,80,MODERATE,101,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,5,4,40,101,20,66,79,69,76,8,8,30.01,0.14,Rain-Thunderstorm,192
2015-8-19,101,UNHEALTHY FOR SENSITIVE GROUPS,46,GOOD,PM2.5,5,1,25,46,18,46,80,68,72,9,10,30.06,0,,204
2015-8-20,46,GOOD,38,GOOD,Ozone,3,0,25,38,7,35,73,69,88,11,9,30.09,0,,115
2015-8-21,38,GOOD,33,GOOD,PM2.5,3,0,27,30,6,33,75,70,87,6,4,30.02,0.63,Fog-Rain-Thunderstorm,91
2015-8-22,33,GOOD,35,GOOD,Ozone,3,0,21,35,9,28,70,66,90,7,9,30.08,T,Fog,53
2015-8-23,35,GOOD,20,GOOD,PM2.5,2,1,15,19,6,20,69,68,97,8,3,30.01,0.02,Rain,22
2015-8-24,20,GOOD,31,GOOD,Ozone,3,1,23,31,5,25,72,68,92,6,7,29.92,T,,89
2015-8-25,31,GOOD,46,GOOD,Ozone,3,1,24,46,12,30,74,69,81,9,6,29.89,0,Fog,133
2015-8-26,46,GOOD,60,MODERATE,PM2.5,5,3,28,49,15,60,77,64,71,8,10,29.89,T,Rain,246
2015-8-27,60,MODERATE,52,MODERATE,PM2.5,3,1,30,37,.,52,74,54,54,10,10,29.98,0,,289
2015-8-28,52,MODERATE,31,GOOD,PM2.5,5,1,29,31,14,31,70,56,63,8,10,30.13,0,,188
2015-8-29,31,GOOD,43,GOOD,Ozone,6,3,25,43,13,40,73,55,59,7,10,30.14,0,,242
2015-8-30,43,GOOD,67,MODERATE,Ozone,6,1,34,67,15,54,79,61,58,9,10,30.03,0,,254
2015-8-31,67,MODERATE,60,MODERATE,PM2.5,6,1,42,58,21,60,81,63,60,11,10,29.93,0,,265
2015-9-1,60,MODERATE,58,MODERATE,PM2.5,5,1,25,46,14,58,74,62,65,9,10,30.02,0,,54
2015-9-2,58,MODERATE,80,MODERATE,Ozone,5,1,33,80,23,66,79,63,63,9,10,29.94,0,,231
2015-9-3,80,MODERATE,78,MODERATE,PM2.5,6,7,34,51,30,78,76,66,73,6,9,29.87,0.01,Rain-Thunderstorm,91
2015-9-4,78,MODERATE,48,GOOD,PM2.5,5,1,21,29,13,48,67,60,78,11,9,30.14,T,Rain,47
2015-9-5,48,GOOD,41,GOOD,PM2.5,5,1,19,40,11,41,66,54,70,7,10,30.26,0,,94
2015-9-6,41,GOOD,54,MODERATE,PM2.5,6,1,14,45,15,54,72,59,69,10,10,30.16,0,,190
2015-9-7,54,MODERATE,87,MODERATE,Ozone,5,1,17,87,17,55,80,59,55,12,10,30,0,,231
2015-9-8,87,MODERATE,112,UNHEALTHY FOR SENSITIVE GROUPS,Ozone,6,14,57,112,21,75,84,67,63,7,9,29.94,0.2,,225
2015-9-9,112,UNHEALTHY FOR SENSITIVE GROUPS,71,MODERATE,Ozone,6,1,22,71,22,54,83,68,60,13,10,29.85,0,,214
2015-9-10,71,MODERATE,31,GOOD,Ozone,3,3,24,31,9,28,71,65,81,11,10,29.86,0.17,Rain,23
2015-9-11,31,GOOD,30,GOOD,PM2.5,5,1,25,30,6,30,68,61,84,10,8,29.75,0.66,Rain,15
2015-9-12,30,GOOD,39,GOOD,Ozone,7,1,20,39,9,36,66,61,87,7,10,29.84,0.01,Rain,118
2015-9-13,39,GOOD,30,GOOD,Ozone,2,1,12,30,3,21,65,62,94,10,6,29.75,0.38,Rain,85
2015-9-14,30,GOOD,32,GOOD,PM2.5,3,3,14,26,4,32,65,54,70,15,10,29.88,0,,267
2015-9-15,32,GOOD,51,MODERATE,PM2.5,5,0,28,44,11,51,73,54,52,11,10,30.2,0,,278
2015-9-16,51,MODERATE,58,MODERATE,Ozone,6,7,45,58,13,53,73,59,62,7,10,30.26,0,,207
2015-9-17,58,MODERATE,93,MODERATE,Ozone,6,3,34,93,18,54,77,59,58,7,10,30.1,0,,231
2015-9-18,93,MODERATE,156,UNHEALTHY,Ozone,7,1,47,156,19,68,75,60,64,8,10,30,0,,199
2015-9-19,156,UNHEALTHY,54,MODERATE,PM2.5,5,0,18,41,15,54,71,62,74,10,8,29.95,0,,198
2015-9-20,54,MODERATE,33,GOOD,PM2.5,3,0,13,29,6,33,66,55,63,12,10,29.96,T,,295
2015-9-21,33,GOOD,33,GOOD,PM2.5,2,0,22,29,10,33,60,46,60,11,10,30.24,0,,26
2015-9-22,33,GOOD,36,GOOD,PM2.5,2,3,27,28,7,36,62,53,76,9,10,30.31,0,,30
2015-9-23,36,GOOD,50,GOOD,PM2.5,7,6,39,36,12,50,61,49,68,6,10,30.24,0,,61
2015-9-24,50,GOOD,47,GOOD,PM2.5,6,3,30,36,16,47,66,52,62,9,10,30.31,0,,26
2015-9-25,47,GOOD,40,GOOD,PM2.5,5,1,25,30,10,40,61,50,72,9,10,30.4,0,,51
2015-9-26,40,GOOD,41,GOOD,PM2.5,3,3,27,33,9,41,57,45,64,10,10,30.49,0,,42
2015-9-27,41,GOOD,52,MODERATE,PM2.5,6,3,26,38,13,52,56,49,75,7,10,30.44,0,,222
2015-9-28,52,MODERATE,48,GOOD,PM2.5,6,1,29,38,14,48,67,60,75,7,10,30.23,0,,185
2015-9-29,48,GOOD,34,GOOD,PM2.5,5,0,25,33,9,34,75,68,79,9,7,30.06,0.04,Fog-Rain,186
2015-9-30,34,GOOD,31,GOOD,Ozone,3,1,22,31,6,20,68,67,89,13,6,29.77,2.46,Fog-Rain,182
2015-10-1,31,GOOD,40,GOOD,PM2.5,2,1,16,30,3,40,57,48,72,17,10,30.13,T,Rain,22
2015-10-2,40,GOOD,38,GOOD,PM2.5,2,1,13,23,4,38,52,43,73,20,10,30.28,0.08,Rain,28
2015-10-3,38,GOOD,38,GOOD,PM2.5,2,1,7,29,8,38,52,43,72,22,9,30.42,0.01,Rain,39
2015-10-4,38,GOOD,44,GOOD,PM2.5,2,3,8,30,7,44,54,42,66,18,10,30.39,0,,40
2015-10-5,44,GOOD,47,GOOD,PM2.5,3,1,25,24,7,47,55,47,80,9,10,30.2,0,,14
2015-10-6,47,GOOD,54,MODERATE,PM2.5,6,7,39,31,12,54,56,46,71,6,10,30,0,,344
2015-10-7,54,MODERATE,56,MODERATE,PM2.5,6,3,30,32,10,56,62,47,61,7,10,29.95,0,,299
2015-10-8,56,MODERATE,48,GOOD,PM2.5,6,1,30,31,6,48,57,44,61,9,10,30.11,0,,14
2015-10-9,48,GOOD,52,MODERATE,PM2.5,5,3,25,38,17,52,62,57,75,15,8,29.85,0.34,Rain,210
2015-10-10,52,MODERATE,45,GOOD,PM2.5,3,3,21,29,5,45,55,40,53,10,10,30.02,0,,313
2015-10-11,45,GOOD,48,GOOD,PM2.5,3,1,13,39,6,48,58,45,63,14,10,29.9,0,,222
2015-10-12,48,GOOD,57,MODERATE,PM2.5,5,3,27,49,12,57,64,51,65,8,10,29.8,0,,199
2015-10-13,57,MODERATE,59,MODERATE,PM2.5,7,4,40,37,12,59,64,58,84,8,7,29.6,0.12,Fog-Rain,148
2015-10-14,59,MODERATE,45,GOOD,PM2.5,3,3,19,24,4,45,60,46,65,13,10,29.66,0,,262
2015-10-15,45,GOOD,46,GOOD,PM2.5,5,1,25,29,8,46,55,38,55,9,10,29.91,0,,266
2015-10-16,46,GOOD,51,MODERATE,PM2.5,6,3,27,32,8,51,56,40,57,12,10,29.9,T,Rain,262
2015-10-17,51,MODERATE,45,GOOD,PM2.5,6,6,23,26,5,45,48,32,58,12,10,30.01,T,,287
2015-10-18,45,GOOD,31,GOOD,PM2.5,2,7,16,30,2,31,40,19,46,11,10,30.22,T,,319
2015-10-19,31,GOOD,42,GOOD,PM2.5,5,11,26,32,5,42,40,20,48,11,10,30.34,0,,275
2015-10-20,42,GOOD,50,GOOD,PM2.5,5,3,45,39,11,50,56,37,51,12,10,30.13,T,,234
2015-10-21,50,GOOD,59,MODERATE,PM2.5,8,27,41,31,21,59,57,48,76,6,9,30.28,0.07,Rain,68
2015-10-22,59,MODERATE,61,MODERATE,PM2.5,5,1,35,50,17,61,63,52,71,11,7,30.13,T,Fog,187
2015-10-23,61,MODERATE,49,GOOD,PM2.5,5,3,24,28,4,49,50,31,49,14,10,30.19,0,,320
2015-10-24,49,GOOD,48,GOOD,PM2.5,8,1,25,20,8,48,44,35,71,6,10,30.37,0,,4
2015-10-25,48,GOOD,38,GOOD,PM2.5,3,1,12,25,5,38,56,47,72,12,10,30.07,0.03,Rain,233
2015-10-26,38,GOOD,40,GOOD,PM2.5,5,3,26,25,6,40,48,33,57,9,10,30.4,0,,294
2015-10-27,40,GOOD,60,MODERATE,PM2.5,8,4,30,29,12,60,46,34,62,6,10,30.56,0,,178
2015-10-28,60,MODERATE,41,GOOD,NO2,9,6,41,34,13,38,54,48,83,17,7,30.27,0.36,Rain,114
2015-10-29,41,GOOD,36,GOOD,Ozone,3,1,29,36,6,20,66,57,65,17,8,29.55,0.73,Rain,206
2015-10-30,36,GOOD,49,GOOD,PM2.5,6,11,23,29,6,49,52,31,41,13,10,29.83,0,,289
2015-10-31,49,GOOD,49,GOOD,PM2.5,13,3,35,31,7,49,45,31,58,7,10,30.14,0,,224
2015-11-1,49,GOOD,54,MODERATE,PM2.5,5,1,20,32,9,54,55,46,73,11,10,29.91,T,Rain,207
2015-11-2,54,MODERATE,54,MODERATE,PM2.5,8,4,40,30,11,54,58,42,63,7,10,30.02,0,,251
2015-11-3,54,MODERATE,56,MODERATE,PM2.5,9,6,42,37,12,56,60,42,57,8,10,30.13,0,,281
2015-11-4,56,MODERATE,61,MODERATE,PM2.5,7,6,38,33,12,61,55,45,69,7,10,30.33,0,,129
2015-11-5,61,MODERATE,46,GOOD,PM2.5,5,6,27,41,12,46,63,55,77,12,9,30.2,0,,224
2015-11-6,46,GOOD,37,GOOD,Ozone,5,1,20,37,9,36,68,61,79,15,10,29.9,0,,222
2015-11-7,37,GOOD,34,GOOD,PM2.5,3,1,13,33,6,34,60,38,48,13,10,29.93,0,,280
2015-11-8,34,GOOD,43,GOOD,PM2.5,5,4,22,31,8,43,50,30,48,12,10,30.25,0,,283
2015-11-9,43,GOOD,55,MODERATE,PM2.5,7,6,36,29,9,55,51,32,52,9,10,30.37,0,,237
2015-11-10,55,MODERATE,62,MODERATE,PM2.5,8,7,42,34,9,62,49,40,67,8,10,30.15,0.07,Rain,37
2015-11-11,62,MODERATE,54,MODERATE,PM2.5,3,1,14,34,7,54,48,45,90,16,4,29.85,0.54,Rain,13
2015-11-12,54,MODERATE,56,MODERATE,PM2.5,5,3,26,28,9,56,52,47,90,7,8,29.75,0.04,Rain,173
2015-11-13,56,MODERATE,30,GOOD,Ozone,5,1,16,30,4,24,53,39,65,18,10,29.51,0.01,Rain,257
2015-11-14,30,GOOD,37,GOOD,PM2.5,3,4,16,29,5,37,42,25,51,16,10,29.89,0,,279
2015-11-15,37,GOOD,46,GOOD,PM2.5,6,4,29,31,8,46,46,30,54,10,10,30.12,0,,254
2015-11-16,46,GOOD,47,GOOD,PM2.5,6,9,29,34,8,47,50,29,42,11,10,30.18,0,,306
2015-11-17,47,GOOD,31,GOOD,PM2.5,8,6,31,26,6,31,39,26,62,7,10,30.54,0,,35
2015-11-18,31,GOOD,49,GOOD,PM2.5,10,7,34,26,10,49,40,33,69,6,10,30.55,0,,158
2015-11-19,49,GOOD,35,GOOD,Ozone,6,6,26,35,10,31,49,44,83,9,10,30.3,T,Rain,132
2015-11-20,35,GOOD,34,GOOD,Ozone,5,3,30,34,7,33,53,47,69,13,7,30.02,0.86,Rain,266
2015-11-21,34,GOOD,36,GOOD,PM2.5,6,3,31,31,6,36,43,28,60,8,10,30.2,0,,1
2015-11-22,36,GOOD,56,MODERATE,PM2.5,10,4,31,30,10,56,43,39,80,7,9,29.91,0.3,Rain,341
2015-11-23,56,MODERATE,33,GOOD,Ozone,3,17,21,33,3,23,36,18,56,13,10,29.94,0.04,Rain,316
2015-11-24,33,GOOD,48,GOOD,NO2,8,9,48,31,7,47,37,16,42,8,10,30.33,0,,271
2015-11-25,48,GOOD,60,MODERATE,PM2.5,13,9,45,31,8,60,37,27,63,6,10,30.76,0,,83
2015-11-26,60,MODERATE,40,GOOD,PM2.5,6,6,32,37,17,40,49,42,79,10,9,30.77,0,,180
2015-11-27,40,GOOD,38,GOOD,Ozone,5,3,25,38,6,28,56,49,78,14,9,30.41,0,,209
2015-11-28,38,GOOD,30,GOOD,PM2.5,5,3,26,27,5,30,51,43,80,10,9,30.16,0.21,Rain,358
2015-11-29,30,GOOD,53,MODERATE,PM2.5,3,4,17,31,12,53,38,23,58,10,10,30.26,0,,326
2015-11-30,53,MODERATE,39,GOOD,PM2.5,5,4,30,31,5,39,33,23,65,9,10,30.46,0,,65
2015-12-1,39,GOOD,55,MODERATE,PM2.5,7,7,53,29,12,55,39,35,83,6,8,30.24,0.14,Rain,109
2015-12-2,55,MODERATE,48,GOOD,PM2.5,8,4,26,17,7,48,45,43,95,4,3,29.81,0.32,Fog-Rain,254
2015-12-3,48,GOOD,28,GOOD,PM2.5,8,3,23,27,4,28,47,39,75,14,8,29.7,T,Rain,271
2015-12-4,28,GOOD,36,GOOD,PM2.5,6,4,26,28,4,36,43,29,58,11,10,30.34,0,,282
2015-12-5,36,GOOD,52,MODERATE,PM2.5,9,6,34,27,9,52,46,33,65,7,10,30.59,0,,247
2015-12-6,52,MODERATE,63,MODERATE,PM2.5,9,6,26,27,14,63,48,32,61,8,10,30.38,0,,223
2015-12-7,63,MODERATE,69,MODERATE,PM2.5,8,7,47,33,9,69,47,33,60,7,9,30.09,0,,258
2015-12-8,69,MODERATE,45,GOOD,PM2.5,3,4,23,25,11,45,41,33,72,11,10,30.12,T,Rain,4
2015-12-9,45,GOOD,44,GOOD,PM2.5,6,6,37,31,7,44,42,33,71,8,10,30.15,T,,170
2015-12-10,44,GOOD,54,MODERATE,PM2.5,8,6,40,31,17,54,51,45,84,5,10,29.99,T,,174
2015-12-11,54,MODERATE,68,MODERATE,PM2.5,8,3,37,36,16,68,51,46,86,8,4,29.93,0,Fog,192
2015-12-12,68,MODERATE,52,MODERATE,PM2.5,10,3,34,27,14,52,55,39,60,7,10,30.07,0,,260
2015-12-13,52,MODERATE,33,GOOD,PM2.5,10,3,33,24,7,33,50,40,73,7,10,30.19,0,,69
2015-12-14,33,GOOD,40,GOOD,PM2.5,8,3,31,31,21,40,52,46,88,4,4,29.85,0.42,Fog-Rain,97
2015-12-15,40,GOOD,25,GOOD,Ozone,7,11,20,25,3,23,55,49,74,14,9,29.41,0.19,Rain,260
2015-12-16,25,GOOD,33,GOOD,NO2,3,3,33,32,3,25,43,32,70,9,10,30.1,0,,58
2015-12-17,33,GOOD,34,GOOD,NO2,3,3,34,32,6,25,46,44,87,8,7,29.92,0.55,Rain,121
2015-12-18,34,GOOD,33,GOOD,PM2.5,6,6,28,28,.,33,46,42,80,10,8,29.63,0.04,Rain,301
2015-12-19,33,GOOD,35,GOOD,PM2.5,3,1,17,31,4,35,37,16,48,16,10,29.9,0,,272
2015-12-20,35,GOOD,35,GOOD,PM2.5,6,7,28,32,6,35,36,18,50,10,10,30.36,0,,247
2015-12-21,35,GOOD,50,GOOD,PM2.5,6,3,26,35,7,50,43,33,60,16,10,30.18,0,,218
2015-12-22,50,GOOD,58,MODERATE,PM2.5,6,3,34,31,7,58,54,50,86,9,7,29.97,0.23,Rain,204
2015-12-23,58,MODERATE,40,GOOD,PM2.5,9,9,33,24,10,40,51,47,89,7,6,30.17,0.76,Rain,80
2015-12-24,40,GOOD,28,GOOD,PM2.5,6,1,25,24,6,28,59,54,87,8,5,29.92,0.24,Fog-Rain,239
2015-12-25,28,GOOD,31,GOOD,Ozone,6,1,28,31,8,29,56,48,76,6,10,30.15,0,,242
2015-12-26,31,GOOD,33,GOOD,PM2.5,5,1,15,30,12,33,48,33,60,7,10,30.46,0,,64
2015-12-27,33,GOOD,31,GOOD,Ozone,5,0,18,31,3,28,44,43,87,6,7,29.94,0.26,Rain,345
2015-12-28,31,GOOD,33,GOOD,Ozone,3,1,18,33,.,26,34,16,56,14,10,30.44,T,Snow,4
2015-12-29,33,GOOD,35,GOOD,PM2.5,3,1,27,34,6,35,32,30,93,18,3,30.24,1.02,Rain-Snow,57
2015-12-30,35,GOOD,61,MODERATE,PM2.5,7,3,34,29,6,61,31,26,92,6,6,30.3,0.03,Rain,345
2015-12-31,61,MODERATE,52,MODERATE,PM2.5,9,3,32,27,10,52,40,33,78,9,6,30,0.08,Rain,291